,class,message,Unnamed: 2,Unnamed: 3,Unnamed: 4
1317,spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",,,
1318,valid,Ok...,,,
1319,valid,Correct. So how was work today,,,
1320,valid,"Just sent again. Do you scream and moan in bed, princess?",,,
1321,valid,"I wake up long ago already... Dunno, what other thing?",,,
1322,valid,Oh just getting even with u.... u?,,,
1323,valid,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,,,
1324,valid,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,,,
1325,valid,Yeah jay's sort of a fucking retard,,,
1326,valid,"Sorry, was in the bathroom, sup",,,
1327,spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,,,
1328,valid,My exam is for february 4. Wish you a great day.,,,
1329,valid,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,,,
1330,valid,"Aight no rush, I'll ask jay",,,
1331,valid,Good Morning plz call me sir,,,
1332,valid,It's ok lar. U sleep early too... Nite...,,,
1333,valid,"Oh... Icic... K lor, den meet other day...",,,
1334,valid,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",,,
1335,valid,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",,,
1336,valid,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",,,
1337,valid,Then she buying today? ÌÏ no need to c meh...,,,
1338,valid,Aight sorry I take ten years to shower. What's the plan?,,,
1339,valid,Every monday..nxt week vl be completing..,,,
1340,valid,Might ax well im there.,,,
1341,valid,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,,,
1342,valid,Yeah I'll try to scrounge something up,,,
1343,valid,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,,,
1344,valid,Were somewhere on Fredericksburg,,,
1345,valid,Que pases un buen tiempo or something like that,,,
1346,valid,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,,,
1347,valid,She doesnt need any test.,,,
1348,valid,"Nothing much, chillin at home. Any super bowl plan?",,,
1349,spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",,,
1350,valid,Bugis oso near wat... ,,,
1351,valid,Yo theres no class tmrw right?,,,
1352,valid,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,,,
1353,valid,"Goodnight, sleep well da please take care pa. Please.",,,
1354,valid,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,,,
1355,valid,Convey my regards to him,,,
1356,valid,U ned to convince him tht its not possible witot hurting his feeling its the main,,,
1357,valid,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",,,
1358,valid,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,,,
1359,valid,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",,,
1360,valid,Yo dude guess who just got arrested the other day,,,
1361,valid,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,,,
1362,valid,What does the dance river do?,,,
1363,valid,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",,,
1364,valid,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,,,
1365,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,
1366,valid,Bbq this sat at mine from 6ish. Ur welcome 2 come,,,
1367,valid,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",,,
1368,valid,Alright. I'm out--have a good night!,,,
1369,valid,Did you try making another butt.,,,
1370,valid,Hope you are feeling great. Pls fill me in. Abiola,,,
1371,valid,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,,,
1372,valid,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",,,
1373,spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",,,
1374,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",,,
1375,valid,We're finally ready fyi,,,
1376,valid,Auntie huai juan never pick up her phone,,,
1377,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,
1378,valid,"Ya tel, wats ur problem..",,,
1379,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
1380,valid,i dnt wnt to tlk wid u,,,
1381,valid,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",,,
1382,valid,Its ok my arm is feeling weak cuz i got a shot so we can go another time,,,
1383,valid,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,,,
1384,valid,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,
1385,valid,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,,,
1386,valid,All e best 4 ur exam later.,,,
1387,valid,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,,,
1388,valid,Oh k.i think most of wi and nz players unsold.,,,
1389,valid,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",,,
1390,valid,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",,,
1391,valid,"Haha just kidding, papa needs drugs",,,
1392,valid,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",,,
1393,valid,Oh ok..,,,
1394,valid,R we still meeting 4 dinner tonight?,,,
1395,valid,Thats cool! I am a gentleman and will treat you with dignity and respect.,,,
1396,valid,Shall i start from hear.,,,
1397,valid,Then we wait 4 u lor... No need 2 feel bad lar...,,,
1398,valid,No did you check? I got his detailed message now,,,
1399,valid,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,
1400,valid,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",,,
1401,valid,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,,,
1402,valid,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,
1403,valid,cool. We will have fun practicing making babies!,,,
1404,valid,Actually getting ready to leave the house.,,,
1405,valid,K..k..any special today?,,,
1406,spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",,,
1407,valid,Then we gotta do it after that,,,
1408,valid,"I've got ten bucks, jay is being noncomittal",,,
1409,valid,Where at were hungry too,,,
1410,valid,Pls speak to that customer machan.,,,
1411,valid,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,,,
1412,valid,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
1413,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,,,
1414,valid,So wats ur opinion abt him and how abt is character?,,,
1415,valid,Jay is snickering and tells me that x is totally fucking up the chords as we speak,,,
1416,valid,No..few hours before.went to hair cut .,,,
1417,valid,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,,,
1418,valid,Lmao. Take a pic and send it to me.,,,
1419,valid,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",,,
1420,valid,No. She's currently in scotland for that.,,,
1421,valid,Do you work all this week ?,,,
1422,spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,,,
1423,valid,Lol great now im getting hungry.,,,
1424,valid,Yes.. now only saw your message..,,,
1425,valid,I'll be at mu in like  &lt;#&gt;  seconds,,,
1426,valid,Ok...,,,
1427,valid,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,,,
1428,valid,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february"," I'll come up""",,
1429,spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,,,
1430,valid,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,,,
1431,valid,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",,,
1432,valid,Thanks for ve lovely wisheds. You rock,,,
1433,valid,You intrepid duo you! Have a great time and see you both soon. ,,,
1434,valid,I asked sen to come chennai and search for job.,,,
1435,valid,Dad went out oredi... ,,,
1436,valid,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",,,
1437,valid,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,,,
1438,valid,"Arms fine, how's Cardiff and uni? ",,,
1439,valid,In fact when do you leave? I think addie goes back to school tues or wed,,,
1440,valid,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",,,
1441,valid,Ya:)going for restaurant..,,,
1442,valid,"Its ok., i just askd did u knw tht no?",,,
1443,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,,,
1444,valid,Those ducking chinchillas,,,
1445,valid,I am in a marriage function,,,
1446,valid,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,,,
1447,valid,DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!,,,
1448,spam,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,,,
1449,valid,say thanks2. ,,,
1450,valid,Msg me when rajini comes.,,,
1451,valid,Ya! when are Ì_ taking ure practical lessons? I start in june..  ,,,
1452,valid,"That's good, because I need drugs",,,
1453,valid,Stupid.its not possible,,,
1454,valid,Can Ì_ all decide faster cos my sis going home liao..,,,
1455,spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,,,
1456,valid,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,,,
1457,spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,,,
